Node Number	LOC_DEFX ()
20469	1.4486e-002
20470	1.5282e-002
20471	1.3854e-002
20472	1.4143e-002
20473	1.4496e-002
20474	1.4235e-002
20475	1.3971e-002
20476	1.5031e-002
20477	1.2585e-002
20478	1.305e-002
20479	1.4285e-002
20480	1.1741e-002
20481	1.1649e-002
20482	1.1765e-002
20483	1.0896e-002
20484	1.096e-002
20485	1.1017e-002
20486	1.0569e-002
20487	1.0248e-002
20488	1.0202e-002
20489	1.0019e-002
20490	1.0045e-002
20491	1.0111e-002
20492	1.0112e-002
20493	1.0149e-002
20494	1.0149e-002
20495	1.0001e-002
20496	9.9378e-003
20497	9.9427e-003
20498	9.9225e-003
20499	9.92e-003
20500	9.9771e-003
20501	9.8343e-003
20502	9.875e-003
20503	9.7512e-003
20504	9.8397e-003
20505	9.9399e-003
20506	1.0041e-002
20507	1.0182e-002
20508	1.0289e-002
20509	1.0426e-002
20510	1.0562e-002
20511	1.0716e-002
20512	1.0877e-002
20513	1.1022e-002
20514	1.1176e-002
20515	1.132e-002
20516	1.1469e-002
20517	1.1614e-002
20518	1.1761e-002
20519	1.1907e-002
20520	1.2056e-002
20521	1.2204e-002
20522	1.2353e-002
20523	1.2501e-002
20524	1.2651e-002
20525	1.2799e-002
20526	1.2949e-002
20527	1.3098e-002
20528	1.3248e-002
20529	1.3397e-002
20530	1.3547e-002
20531	1.3696e-002
20532	1.3846e-002
20533	1.3996e-002
20534	1.4146e-002
20535	1.4296e-002
20536	1.4446e-002
20537	1.4596e-002
20538	1.4746e-002
20539	1.4894e-002
20540	4.7296e-004
20541	9.4843e-004
20542	2.2061e-003
20543	1.2038e-003
20544	2.3886e-003
20545	4.2991e-003
20546	5.7966e-003
20547	6.9517e-003
20548	7.2099e-003
20549	6.144e-003
20550	8.5246e-003
20551	6.6273e-003
20552	8.017e-003
20553	1.0092e-002
20554	5.0828e-003
20555	6.0475e-003
20556	6.0208e-003
20557	1.1939e-002
20558	1.4485e-002
20559	1.4364e-002
20560	1.3322e-002
20561	1.8801e-002
20562	1.8185e-002
20563	2.1686e-002
20564	1.4566e-002
20565	1.9048e-002
20566	2.0409e-002
20567	1.7925e-002
20568	1.6986e-002
20569	1.6546e-002
20570	1.899e-002
20571	1.5923e-002
20572	1.6473e-002
20573	1.6379e-002
20574	1.5004e-002
20575	1.4952e-002
20576	1.4844e-002
20577	1.4537e-002
20578	1.4254e-002
20579	1.3125e-002
20580	1.2725e-002
20581	1.2527e-002
20582	1.2477e-002
20583	1.1554e-002
20584	1.1123e-002
20585	1.1168e-002
20586	1.1108e-002
20587	1.1102e-002
20588	1.0452e-002
20589	1.0345e-002
20590	1.0238e-002
20591	1.0256e-002
20592	1.0098e-002
20593	1.0098e-002
20594	1.0089e-002
20595	1.006e-002
20596	1.0003e-002
20597	1.0061e-002
20598	9.9361e-003
20599	9.9758e-003
20600	9.8183e-003
20601	9.905e-003
20602	9.9671e-003
20603	1.0079e-002
20604	1.0205e-002
20605	1.03e-002
20606	1.0399e-002
20607	1.0521e-002
20608	1.064e-002
20609	1.0764e-002
20610	1.089e-002
20611	1.1035e-002
20612	1.118e-002
20613	1.1329e-002
20614	1.147e-002
20615	1.1614e-002
20616	1.1759e-002
20617	1.1907e-002
20618	1.2056e-002
20619	1.2204e-002
20620	1.2353e-002
20621	1.2501e-002
20622	1.265e-002
20623	1.2799e-002
20624	1.2948e-002
20625	1.3097e-002
20626	1.3247e-002
20627	1.3396e-002
20628	1.3545e-002
20629	1.3695e-002
20630	1.3845e-002
20631	1.3995e-002
20632	1.4145e-002
20633	1.4295e-002
20634	1.4444e-002
20635	1.4595e-002
20636	1.4744e-002
20637	1.4895e-002
20638	3.3263e-004
20639	4.2918e-005
20640	2.6106e-003
20641	2.4274e-003
20642	2.9837e-003
20643	3.5454e-003
20644	6.8138e-003
20645	6.3787e-003
20646	7.5665e-003
20647	6.299e-003
20648	9.3784e-003
20649	2.521e-002
20650	8.702e-003
20651	1.3802e-002
20652	3.3068e-002
20653	1.4042e-002
20654	2.0612e-002
20655	3.7519e-002
20656	3.4563e-002
20657	2.684e-002
20658	2.4533e-002
20659	2.0197e-002
20660	2.1622e-002
20661	2.618e-002
20662	2.0306e-002
20663	2.8376e-002
20664	1.6425e-002
20665	1.8751e-002
20666	1.9324e-002
20667	2.0831e-002
20668	1.8048e-002
20669	1.8407e-002
20670	1.8476e-002
20671	1.8042e-002
20672	1.6393e-002
20673	1.8181e-002
20674	1.6891e-002
20675	1.5811e-002
20676	1.5121e-002
20677	1.485e-002
20678	1.467e-002
20679	1.4338e-002
20680	1.2799e-002
20681	1.2624e-002
20682	1.2595e-002
20683	1.1542e-002
20684	1.1319e-002
20685	1.1325e-002
20686	1.1115e-002
20687	1.0531e-002
20688	1.0352e-002
20689	1.0408e-002
20690	1.0164e-002
20691	1.0182e-002
20692	1.0063e-002
20693	1.0123e-002
20694	1.0091e-002
20695	1.013e-002
20696	1.0091e-002
20697	1.0128e-002
20698	1.0186e-002
20699	1.0223e-002
20700	1.026e-002
20701	1.0284e-002
20702	1.0198e-002
20703	1.0333e-002
20704	1.0444e-002
20705	1.0548e-002
20706	1.0681e-002
20707	1.075e-002
20708	1.0903e-002
20709	1.1038e-002
20710	1.1182e-002
20711	1.1325e-002
20712	1.147e-002
20713	1.1615e-002
20714	1.1762e-002
20715	1.191e-002
20716	1.2058e-002
20717	1.2207e-002
20718	1.2355e-002
20719	1.2504e-002
20720	1.2653e-002
20721	1.2802e-002
20722	1.2951e-002
20723	1.31e-002
20724	1.325e-002
20725	1.3399e-002
20726	1.3549e-002
20727	1.3698e-002
20728	1.3848e-002
20729	1.3998e-002
20730	1.4148e-002
20731	1.4298e-002
20732	1.4448e-002
20733	1.4598e-002
20734	1.4748e-002
20735	1.4896e-002
20736	3.9047e-004
20737	8.4191e-004
20738	1.2617e-003
20739	1.8663e-003
20740	2.1545e-003
20741	3.6234e-003
20742	3.5636e-003
20743	4.6569e-003
20744	4.6219e-003
20745	4.9812e-003
20746	5.634e-003
20747	6.7774e-003
20748	7.0743e-003
20749	7.7375e-003
20750	8.7339e-003
20751	9.7524e-003
20752	9.7862e-003
20753	1.0602e-002
20754	1.1104e-002
20755	1.2511e-002
20756	1.1714e-002
20757	1.2252e-002
20758	1.3009e-002
20759	1.3399e-002
20760	1.3417e-002
20761	1.4636e-002
20762	1.5055e-002
20763	1.5206e-002
20764	1.5392e-002
20765	1.5895e-002
20766	1.6487e-002
20767	1.6817e-002
20768	1.6228e-002
20769	1.6412e-002
20770	1.7018e-002
20771	1.6826e-002
20772	1.6174e-002
20773	1.6317e-002
20774	1.4682e-002
20775	1.4629e-002
20776	1.4786e-002
20777	1.2758e-002
20778	1.248e-002
20779	1.1434e-002
20780	1.1377e-002
20781	1.1367e-002
20782	1.1015e-002
20783	1.1024e-002
20784	1.0332e-002
20785	1.0138e-002
20786	1.016e-002
20787	1.017e-002
20788	9.996e-003
20789	9.9716e-003
20790	9.7828e-003
20791	9.8106e-003
20792	9.8206e-003
20793	9.8467e-003
20794	9.8644e-003
20795	9.9338e-003
20796	9.9723e-003
20797	1.0063e-002
20798	1.0112e-002
20799	1.0268e-002
20800	1.0329e-002
20801	1.0484e-002
20802	1.0567e-002
20803	1.0702e-002
20804	1.0798e-002
20805	1.0833e-002
20806	1.0884e-002
20807	1.1022e-002
20808	1.1164e-002
20809	1.1308e-002
20810	1.1456e-002
20811	1.1605e-002
20812	1.1754e-002
20813	1.1904e-002
20814	1.2053e-002
20815	1.2203e-002
20816	1.2353e-002
20817	1.2503e-002
20818	1.2652e-002
20819	1.2802e-002
20820	1.2952e-002
20821	1.3102e-002
20822	1.3252e-002
20823	1.3402e-002
20824	1.3552e-002
20825	1.3702e-002
20826	1.3852e-002
20827	1.4001e-002
20828	1.4152e-002
20829	1.43e-002
20830	1.4451e-002
20831	1.4599e-002
20832	1.475e-002
20833	1.4898e-002
20834	3.8626e-004
20835	9.4547e-004
20836	9.8455e-004
20837	1.3649e-003
20838	2.9492e-003
20839	2.5956e-003
20840	4.2425e-003
20841	4.6768e-003
20842	5.0544e-003
20843	5.7653e-003
20844	6.2035e-003
20845	7.2203e-003
20846	7.5749e-003
20847	7.8927e-003
20848	8.804e-003
20849	9.9219e-003
20850	1.0027e-002
20851	1.0741e-002
20852	1.1473e-002
20853	1.2185e-002
20854	1.2138e-002
20855	1.2072e-002
20856	1.319e-002
20857	1.3163e-002
20858	1.3786e-002
20859	1.5086e-002
20860	1.4594e-002
20861	1.5041e-002
20862	1.6024e-002
20863	1.6402e-002
20864	1.6414e-002
20865	1.6417e-002
20866	1.6371e-002
20867	1.6786e-002
20868	1.6416e-002
20869	1.5932e-002
20870	1.4294e-002
20871	1.4096e-002
20872	1.4013e-002
20873	1.3567e-002
20874	1.2412e-002
20875	1.2403e-002
20876	1.1412e-002
20877	1.1345e-002
20878	1.1224e-002
20879	1.0629e-002
20880	1.057e-002
20881	1.0306e-002
20882	1.0236e-002
20883	1.0148e-002
20884	9.9963e-003
20885	1.0016e-002
20886	9.9356e-003
20887	9.7372e-003
20888	9.6455e-003
20889	9.6157e-003
20890	9.6281e-003
20891	9.6898e-003
20892	9.7498e-003
20893	9.8063e-003
20894	9.855e-003
20895	9.9498e-003
20896	1.0033e-002
20897	1.0144e-002
20898	1.0207e-002
20899	1.0317e-002
20900	1.0399e-002
20901	1.0512e-002
20902	1.0623e-002
20903	1.0732e-002
20904	1.0864e-002
20905	1.1004e-002
20906	1.1148e-002
20907	1.1302e-002
20908	1.1448e-002
20909	1.1603e-002
20910	1.1753e-002
20911	1.1904e-002
20912	1.2053e-002
20913	1.2204e-002
20914	1.2354e-002
20915	1.2504e-002
20916	1.2654e-002
20917	1.2804e-002
20918	1.2954e-002
20919	1.3105e-002
20920	1.3255e-002
20921	1.3405e-002
20922	1.3555e-002
20923	1.3705e-002
20924	1.3855e-002
20925	1.4004e-002
20926	1.4155e-002
20927	1.4303e-002
20928	1.4456e-002
20929	1.4602e-002
20930	1.4756e-002
20931	1.4901e-002
20932	8.6501e-005
20933	7.5783e-004
20934	1.3838e-003
20935	1.7461e-003
20936	2.105e-003
20937	2.7025e-003
20938	4.2748e-003
20939	4.5961e-003
20940	5.0232e-003
20941	6.4611e-003
20942	6.5539e-003
20943	6.7857e-003
20944	7.713e-003
20945	8.879e-003
20946	8.4455e-003
20947	1.0039e-002
20948	1.0075e-002
20949	1.1206e-002
20950	1.1052e-002
20951	1.248e-002
20952	1.21e-002
20953	1.2977e-002
20954	1.298e-002
20955	1.3957e-002
20956	1.4247e-002
20957	1.4716e-002
20958	1.5075e-002
20959	1.5231e-002
20960	1.6386e-002
20961	1.6267e-002
20962	1.675e-002
20963	1.5749e-002
20964	1.6294e-002
20965	1.4563e-002
20966	1.4123e-002
20967	1.3597e-002
20968	1.317e-002
20969	1.2453e-002
20970	1.1853e-002
20971	1.1721e-002
20972	1.1298e-002
20973	1.1232e-002
20974	1.109e-002
20975	1.1136e-002
20976	1.0566e-002
20977	1.0419e-002
20978	1.0482e-002
20979	1.0462e-002
20980	1.0037e-002
20981	9.8783e-003
20982	9.9223e-003
20983	9.845e-003
20984	9.8082e-003
20985	9.7027e-003
20986	9.6395e-003
20987	9.4816e-003
20988	9.4984e-003
20989	9.5967e-003
20990	9.5841e-003
20991	9.6927e-003
20992	9.7599e-003
20993	9.7593e-003
20994	9.9109e-003
20995	9.9898e-003
20996	1.0064e-002
20997	1.0194e-002
20998	1.0266e-002
20999	1.0395e-002
21000	1.0494e-002
21001	1.0707e-002
21002	1.084e-002
21003	1.1012e-002
21004	1.115e-002
21005	1.1308e-002
21006	1.145e-002
21007	1.1607e-002
21008	1.1754e-002
21009	1.1907e-002
21010	1.2054e-002
21011	1.2205e-002
21012	1.2354e-002
21013	1.2505e-002
21014	1.2654e-002
21015	1.2805e-002
21016	1.2955e-002
21017	1.3104e-002
21018	1.3255e-002
21019	1.3404e-002
21020	1.3555e-002
21021	1.3704e-002
21022	1.3854e-002
21023	1.4003e-002
21024	1.4154e-002
21025	1.4302e-002
21026	1.4454e-002
21027	1.4601e-002
21028	1.4753e-002
21029	1.49e-002
21030	8.5801e-005
21031	2.8656e-004
21032	1.3123e-003
21033	1.6641e-003
21034	2.9509e-003
21035	3.2871e-003
21036	3.3912e-003
21037	3.956e-003
21038	5.3573e-003
21039	5.838e-003
21040	6.5316e-003
21041	7.4432e-003
21042	7.1614e-003
21043	8.6234e-003
21044	9.0715e-003
21045	1.0608e-002
21046	1.0379e-002
21047	1.0959e-002
21048	1.1782e-002
21049	1.2037e-002
21050	1.3049e-002
21051	1.3614e-002
21052	1.3605e-002
21053	1.3667e-002
21054	1.4969e-002
21055	1.5991e-002
21056	1.593e-002
21057	1.6113e-002
21058	1.606e-002
21059	1.5812e-002
21060	1.4677e-002
21061	1.3255e-002
21062	1.2635e-002
21063	1.2406e-002
21064	1.1158e-002
21065	1.0652e-002
21066	1.0553e-002
21067	1.0426e-002
21068	1.0348e-002
21069	1.0241e-002
21070	1.0306e-002
21071	1.0212e-002
21072	1.0117e-002
21073	9.8584e-003
21074	9.503e-003
21075	9.4861e-003
21076	9.2668e-003
21077	9.2264e-003
21078	9.2854e-003
21079	9.2522e-003
21080	9.196e-003
21081	9.1748e-003
21082	9.2079e-003
21083	9.2825e-003
21084	9.3209e-003
21085	9.4e-003
21086	9.3918e-003
21087	9.4694e-003
21088	9.5228e-003
21089	9.5931e-003
21090	9.6619e-003
21091	9.8943e-003
21092	9.9604e-003
21093	1.0019e-002
21094	1.0108e-002
21095	1.0201e-002
21096	1.031e-002
21097	1.0455e-002
21098	1.0582e-002
21099	1.071e-002
21100	1.0867e-002
21101	1.1e-002
21102	1.1154e-002
21103	1.1296e-002
21104	1.1454e-002
21105	1.1599e-002
21106	1.1756e-002
21107	1.1902e-002
21108	1.2055e-002
21109	1.2203e-002
21110	1.2355e-002
21111	1.2504e-002
21112	1.2655e-002
21113	1.2805e-002
21114	1.2955e-002
21115	1.3105e-002
21116	1.3255e-002
21117	1.3405e-002
21118	1.3556e-002
21119	1.3705e-002
21120	1.3856e-002
21121	1.4004e-002
21122	1.4156e-002
21123	1.4303e-002
21124	1.4456e-002
21125	1.4602e-002
21126	1.4756e-002
21127	1.4902e-002
21128	2.5983e-004
21129	8.036e-004
21130	1.9597e-003
21131	2.1924e-003
21132	3.2615e-003
21133	3.2664e-003
21134	4.056e-003
21135	4.2631e-003
21136	5.9113e-003
21137	6.1545e-003
21138	6.6952e-003
21139	7.6513e-003
21140	7.6135e-003
21141	9.5475e-003
21142	9.6013e-003
21143	1.0073e-002
21144	1.1198e-002
21145	1.1774e-002
21146	1.2079e-002
21147	1.2775e-002
21148	1.2639e-002
21149	1.3529e-002
21150	1.3991e-002
21151	1.4462e-002
21152	1.4438e-002
21153	1.5772e-002
21154	1.475e-002
21155	1.4709e-002
21156	1.3534e-002
21157	1.2134e-002
21158	1.0861e-002
21159	1.0431e-002
21160	9.9394e-003
21161	9.3223e-003
21162	9.5064e-003
21163	9.367e-003
21164	9.1299e-003
21165	9.0118e-003
21166	8.8975e-003
21167	8.9101e-003
21168	8.6857e-003
21169	8.9619e-003
21170	8.5706e-003
21171	8.8871e-003
21172	8.9196e-003
21173	8.7311e-003
21174	8.9035e-003
21175	8.5447e-003
21176	8.5929e-003
21177	8.7868e-003
21178	8.7583e-003
21179	8.9138e-003
21180	8.8586e-003
21181	9.0596e-003
21182	9.036e-003
21183	9.1259e-003
21184	9.2875e-003
21185	9.3076e-003
21186	9.4641e-003
21187	9.5315e-003
21188	9.6671e-003
21189	9.7079e-003
21190	9.7994e-003
21191	9.8632e-003
21192	9.9422e-003
21193	1.005e-002
21194	1.0231e-002
21195	1.0392e-002
21196	1.0551e-002
21197	1.0695e-002
21198	1.0854e-002
21199	1.1e-002
21200	1.1158e-002
21201	1.1302e-002
21202	1.1457e-002
21203	1.1604e-002
21204	1.1759e-002
21205	1.1907e-002
21206	1.2058e-002
21207	1.2206e-002
21208	1.2357e-002
21209	1.2506e-002
21210	1.2656e-002
21211	1.2806e-002
21212	1.2956e-002
21213	1.3106e-002
21214	1.3256e-002
21215	1.3405e-002
21216	1.3556e-002
21217	1.3705e-002
21218	1.3856e-002
21219	1.4004e-002
21220	1.4155e-002
21221	1.4303e-002
21222	1.4455e-002
21223	1.4602e-002
21224	1.4754e-002
21225	1.4901e-002
21226	3.4595e-005
21227	9.6965e-004
21228	2.0331e-003
21229	2.7418e-003
21230	3.0849e-003
21231	3.5577e-003
21232	4.3477e-003
21233	4.3507e-003
21234	5.4696e-003
21235	7.277e-003
21236	6.5848e-003
21237	7.5968e-003
21238	8.2029e-003
21239	9.6159e-003
21240	1.0852e-002
21241	1.1546e-002
21242	1.2551e-002
21243	1.2265e-002
21244	1.2349e-002
21245	1.259e-002
21246	1.384e-002
21247	1.4043e-002
21248	1.4771e-002
21249	1.5215e-002
21250	1.4209e-002
21251	1.3839e-002
21252	1.2343e-002
21253	9.8961e-003
21254	9.6175e-003
21255	8.6755e-003
21256	8.8896e-003
21257	7.8727e-003
21258	8.2172e-003
21259	8.429e-003
21260	8.1762e-003
21261	8.1107e-003
21262	8.1367e-003
21263	8.5328e-003
21264	8.4497e-003
21265	8.2055e-003
21266	8.5087e-003
21267	8.3337e-003
21268	8.5797e-003
21269	8.5878e-003
21270	8.6196e-003
21271	8.8149e-003
21272	8.8434e-003
21273	8.7334e-003
21274	8.7088e-003
21275	8.8607e-003
21276	8.7954e-003
21277	8.993e-003
21278	8.9809e-003
21279	9.0432e-003
21280	9.229e-003
21281	9.2009e-003
21282	9.3068e-003
21283	9.3873e-003
21284	9.4871e-003
21285	9.5851e-003
21286	9.6879e-003
21287	9.8104e-003
21288	9.8697e-003
21289	1.0004e-002
21290	1.0085e-002
21291	1.0179e-002
21292	1.0298e-002
21293	1.0418e-002
21294	1.0575e-002
21295	1.0707e-002
21296	1.0863e-002
21297	1.1001e-002
21298	1.1156e-002
21299	1.1297e-002
21300	1.1455e-002
21301	1.16e-002
21302	1.1757e-002
21303	1.1902e-002
21304	1.2057e-002
21305	1.2204e-002
21306	1.2356e-002
21307	1.2505e-002
21308	1.2656e-002
21309	1.2806e-002
21310	1.2956e-002
21311	1.3106e-002
21312	1.3256e-002
21313	1.3406e-002
21314	1.3557e-002
21315	1.3706e-002
21316	1.3857e-002
21317	1.4005e-002
21318	1.4156e-002
21319	1.4304e-002
21320	1.4457e-002
21321	1.4602e-002
21322	1.4756e-002
21323	1.4902e-002
21324	6.0724e-004
21325	9.3005e-004
21326	2.3008e-003
21327	3.4094e-003
21328	3.0235e-003
21329	3.4117e-003
21330	4.2322e-003
21331	5.2183e-003
21332	6.3659e-003
21333	7.6181e-003
21334	7.5422e-003
21335	7.7638e-003
21336	9.7623e-003
21337	9.7238e-003
21338	1.0284e-002
21339	1.1449e-002
21340	1.2685e-002
21341	1.23e-002
21342	1.2831e-002
21343	1.3773e-002
21344	1.4012e-002
21345	1.4598e-002
21346	1.4071e-002
21347	8.9281e-003
21348	7.4258e-003
21349	7.4152e-003
21350	7.486e-003
21351	7.4811e-003
21352	8.33e-003
21353	8.4001e-003
21354	8.0619e-003
21355	8.0391e-003
21356	8.6907e-003
21357	8.7045e-003
21358	8.1183e-003
21359	8.4406e-003
21360	9.1429e-003
21361	8.4475e-003
21362	9.1855e-003
21363	9.2161e-003
21364	8.515e-003
21365	8.9199e-003
21366	8.898e-003
21367	8.8812e-003
21368	8.9431e-003
21369	9.1309e-003
21370	9.0684e-003
21371	8.8696e-003
21372	9.2124e-003
21373	9.1195e-003
21374	9.1282e-003
21375	8.9597e-003
21376	9.0959e-003
21377	9.0604e-003
21378	9.1498e-003
21379	9.1097e-003
21380	9.2658e-003
21381	9.1965e-003
21382	9.3206e-003
21383	9.4427e-003
21384	9.5683e-003
21385	9.6595e-003
21386	9.7697e-003
21387	9.88e-003
21388	9.978e-003
21389	1.0098e-002
21390	1.0205e-002
21391	1.0402e-002
21392	1.055e-002
21393	1.0698e-002
21394	1.0856e-002
21395	1.1001e-002
21396	1.116e-002
21397	1.1303e-002
21398	1.1459e-002
21399	1.1606e-002
21400	1.176e-002
21401	1.1908e-002
21402	1.2059e-002
21403	1.2207e-002
21404	1.2358e-002
21405	1.2507e-002
21406	1.2657e-002
21407	1.2807e-002
21408	1.2957e-002
21409	1.3107e-002
21410	1.3257e-002
21411	1.3406e-002
21412	1.3557e-002
21413	1.3706e-002
21414	1.3856e-002
21415	1.4005e-002
21416	1.4156e-002
21417	1.4304e-002
21418	1.4456e-002
21419	1.4602e-002
21420	1.4755e-002
21421	1.4902e-002
21422	1.8632e-006
21423	1.415e-003
21424	1.9619e-003
21425	2.4858e-003
21426	4.5973e-003
21427	3.6873e-003
21428	4.2913e-003
21429	5.6689e-003
21430	6.2899e-003
21431	8.023e-003
21432	7.9642e-003
21433	8.1281e-003
21434	9.4424e-003
21435	1.0211e-002
21436	1.0071e-002
21437	1.0627e-002
21438	1.2907e-002
21439	1.3013e-002
21440	1.2947e-002
21441	1.3939e-002
21442	1.2145e-002
21443	6.9764e-003
21444	7.2932e-003
21445	7.5665e-003
21446	8.4437e-003
21447	8.4044e-003
21448	9.4489e-003
21449	1.2603e-002
21450	9.7742e-003
21451	9.7994e-003
21452	9.8431e-003
21453	1.1865e-002
21454	9.9975e-003
21455	9.5302e-003
21456	1.0118e-002
21457	1.0229e-002
21458	9.2575e-003
21459	9.6241e-003
21460	9.6678e-003
21461	9.5044e-003
21462	9.5941e-003
21463	9.5101e-003
21464	9.4858e-003
21465	9.5086e-003
21466	9.5966e-003
21467	9.5476e-003
21468	9.4921e-003
21469	9.465e-003
21470	9.4987e-003
21471	9.5126e-003
21472	9.361e-003
21473	9.3735e-003
21474	9.4596e-003
21475	9.3942e-003
21476	9.5032e-003
21477	9.449e-003
21478	9.4589e-003
21479	9.3791e-003
21480	9.5173e-003
21481	9.54e-003
21482	9.6749e-003
21483	9.7102e-003
21484	9.8553e-003
21485	9.9274e-003
21486	1.0081e-002
21487	1.0194e-002
21488	1.0338e-002
21489	1.0444e-002
21490	1.0574e-002
21491	1.0719e-002
21492	1.0861e-002
21493	1.1005e-002
21494	1.1156e-002
21495	1.13e-002
21496	1.1455e-002
21497	1.1602e-002
21498	1.1758e-002
21499	1.1905e-002
21500	1.2058e-002
21501	1.2206e-002
21502	1.2357e-002
21503	1.2507e-002
21504	1.2657e-002
21505	1.2807e-002
21506	1.2957e-002
21507	1.3107e-002
21508	1.3257e-002
21509	1.3407e-002
21510	1.3557e-002
21511	1.3707e-002
21512	1.3857e-002
21513	1.4006e-002
21514	1.4157e-002
21515	1.4305e-002
21516	1.4457e-002
21517	1.4603e-002
21518	1.4757e-002
21519	1.4903e-002
21520	2.4576e-004
21521	1.4375e-004
21522	1.7475e-003
21523	2.931e-003
21524	3.471e-003
21525	2.9585e-003
21526	5.0539e-003
21527	5.2667e-003
21528	5.6854e-003
21529	6.8905e-003
21530	7.7267e-003
21531	9.2686e-003
21532	9.3973e-003
21533	1.0607e-002
21534	1.197e-002
21535	1.1343e-002
21536	1.1521e-002
21537	1.0706e-002
21538	7.2146e-003
21539	1.0987e-002
21540	1.0486e-002
21541	1.188e-002
21542	1.4945e-002
21543	1.5291e-002
21544	1.5932e-002
21545	1.4499e-002
21546	1.4454e-002
21547	1.5804e-002
21548	1.335e-002
21549	1.4686e-002
21550	1.4757e-002
21551	1.4295e-002
21552	1.3588e-002
21553	1.446e-002
21554	1.4241e-002
21555	1.1277e-002
21556	1.3453e-002
21557	1.1598e-002
21558	1.1633e-002
21559	1.1291e-002
21560	1.1602e-002
21561	1.0833e-002
21562	1.0903e-002
21563	1.0446e-002
21564	1.0479e-002
21565	1.0121e-002
21566	1.0138e-002
21567	1.0056e-002
21568	1.0068e-002
21569	1.0008e-002
21570	1.0063e-002
21571	1.0036e-002
21572	9.8558e-003
21573	9.7807e-003
21574	9.7762e-003
21575	9.8212e-003
21576	9.7678e-003
21577	9.7351e-003
21578	9.8017e-003
21579	9.7923e-003
21580	9.6854e-003
21581	9.6914e-003
21582	9.8154e-003
21583	9.8919e-003
21584	1.0048e-002
21585	1.0149e-002
21586	1.0277e-002
21587	1.0399e-002
21588	1.0559e-002
21589	1.0704e-002
21590	1.0863e-002
21591	1.1007e-002
21592	1.116e-002
21593	1.1307e-002
21594	1.1459e-002
21595	1.1608e-002
21596	1.176e-002
21597	1.1909e-002
21598	1.2059e-002
21599	1.2208e-002
21600	1.2358e-002
21601	1.2508e-002
21602	1.2658e-002
21603	1.2808e-002
21604	1.2958e-002
21605	1.3107e-002
21606	1.3257e-002
21607	1.3407e-002
21608	1.3557e-002
21609	1.3706e-002
21610	1.3857e-002
21611	1.4005e-002
21612	1.4156e-002
21613	1.4304e-002
21614	1.4456e-002
21615	1.4603e-002
21616	1.4755e-002
21617	1.4902e-002
21618	7.3971e-004
21619	4.657e-004
21620	1.2187e-004
21621	1.325e-003
21622	4.1726e-003
21623	3.8185e-003
21624	4.4912e-003
21625	6.9838e-003
21626	7.5477e-003
21627	8.5036e-003
21628	9.4609e-003
21629	9.8949e-003
21630	5.3086e-003
21631	5.6284e-003
21632	8.0523e-003
21633	7.1758e-003
21634	1.4377e-002
21635	1.6836e-002
21636	1.7362e-002
21637	1.336e-002
21638	1.5814e-002
21639	1.8995e-002
21640	1.6089e-002
21641	1.8188e-002
21642	1.6181e-002
21643	2.0888e-002
21644	1.8865e-002
21645	1.6393e-002
21646	1.687e-002
21647	1.7078e-002
21648	1.5842e-002
21649	1.3897e-002
21650	1.5579e-002
21651	1.622e-002
21652	1.4801e-002
21653	1.498e-002
21654	1.4856e-002
21655	1.4264e-002
21656	1.3244e-002
21657	1.3097e-002
21658	1.3086e-002
21659	1.1976e-002
21660	1.1934e-002
21661	1.1114e-002
21662	1.1158e-002
21663	1.1167e-002
21664	1.1134e-002
21665	1.1143e-002
21666	1.0358e-002
21667	1.0354e-002
21668	1.0181e-002
21669	1.0046e-002
21670	1.0122e-002
21671	1.009e-002
21672	9.9849e-003
21673	9.9365e-003
21674	9.8688e-003
21675	9.86e-003
21676	9.9206e-003
21677	9.8743e-003
21678	9.7982e-003
21679	9.8694e-003
21680	9.9405e-003
21681	1.005e-002
21682	1.0149e-002
21683	1.026e-002
21684	1.0364e-002
21685	1.0495e-002
21686	1.0598e-002
21687	1.0727e-002
21688	1.0863e-002
21689	1.1009e-002
21690	1.1155e-002
21691	1.1304e-002
21692	1.1455e-002
21693	1.1607e-002
21694	1.1759e-002
21695	1.1908e-002
21696	1.2058e-002
21697	1.2208e-002
21698	1.2358e-002
21699	1.2509e-002
21700	1.2658e-002
21701	1.2809e-002
21702	1.2958e-002
21703	1.3108e-002
21704	1.3258e-002
21705	1.3408e-002
21706	1.3558e-002
21707	1.3708e-002
21708	1.3858e-002
21709	1.4007e-002
21710	1.4158e-002
21711	1.4306e-002
21712	1.4458e-002
21713	1.4604e-002
21714	1.4758e-002
21715	1.4903e-002
21716	6.6356e-005
21717	1.3991e-003
21718	1.6899e-003
21719	4.1649e-003
21720	2.8735e-003
21721	3.5333e-003
21722	7.0713e-003
21723	7.3688e-003
21724	4.9477e-003
21725	6.33e-002
21726	4.4173e-003
21727	6.4757e-002
21728	2.7448e-002
21729	4.3452e-002
21730	2.6633e-002
21731	1.0783e-002
21732	3.8379e-002
21733	3.5511e-002
21734	2.4746e-002
21735	1.5677e-002
21736	2.4209e-002
21737	2.2529e-002
21738	2.5027e-002
21739	1.9031e-002
21740	2.0947e-002
21741	2.4049e-002
21742	2.209e-002
21743	2.052e-002
21744	2.0013e-002
21745	1.8331e-002
21746	1.9057e-002
21747	1.9612e-002
21748	1.8742e-002
21749	1.6292e-002
