Node Number	LOC_DEFY (m)
63014	9.4201e-003
63015	9.418e-003
63016	9.4175e-003
63017	9.4155e-003
63018	9.4155e-003
63019	9.4136e-003
63020	9.4137e-003
63021	9.412e-003
63022	9.412e-003
63023	9.4102e-003
63024	9.41e-003
63025	9.4082e-003
63026	9.408e-003
63027	9.4066e-003
63028	9.4065e-003
63029	9.4058e-003
63030	9.4057e-003
63031	9.4053e-003
63032	9.4054e-003
63033	9.4059e-003
63034	1.0047e-002
63035	9.9477e-003
63036	1.0077e-002
63037	1.0032e-002
63038	1.0036e-002
63039	1.0042e-002
63040	1.0018e-002
63041	9.9839e-003
63042	9.991e-003
63043	9.9666e-003
63044	9.9225e-003
63045	9.9277e-003
63046	9.8839e-003
63047	9.8858e-003
63048	9.8562e-003
63049	9.8497e-003
63050	9.8334e-003
63051	9.824e-003
63052	9.7673e-003
63053	9.7657e-003
63054	9.7354e-003
63055	9.7256e-003
63056	9.6866e-003
63057	9.6902e-003
63058	9.6729e-003
63059	9.644e-003
63060	9.6308e-003
63061	9.5956e-003
63062	9.6097e-003
63063	9.6003e-003
63064	9.5759e-003
63065	9.5759e-003
63066	9.5235e-003
63067	9.5244e-003
63068	9.5239e-003
63069	9.5034e-003
63070	9.4976e-003
63071	9.4879e-003
63072	9.4891e-003
63073	9.4686e-003
63074	9.474e-003
63075	9.4555e-003
63076	9.4632e-003
63077	9.4521e-003
63078	9.4547e-003
63079	9.4468e-003
63080	9.4486e-003
63081	9.4432e-003
63082	9.4433e-003
63083	9.4397e-003
63084	9.4385e-003
63085	9.4366e-003
63086	9.4337e-003
63087	9.432e-003
63088	9.4283e-003
63089	9.4271e-003
63090	9.4238e-003
63091	9.4232e-003
63092	9.4202e-003
63093	9.4201e-003
63094	9.4174e-003
63095	9.4174e-003
63096	9.4154e-003
63097	9.4153e-003
63098	9.4137e-003
63099	9.4134e-003
63100	9.4119e-003
63101	9.4116e-003
63102	9.4103e-003
63103	9.4101e-003
63104	9.4085e-003
63105	9.4085e-003
63106	9.407e-003
63107	9.4071e-003
63108	9.4062e-003
63109	9.4064e-003
63110	9.4061e-003
63111	9.4061e-003
63112	9.4061e-003
63113	1.0353e-002
63114	1.015e-002
63115	1.0257e-002
63116	1.0261e-002
63117	1.0229e-002
63118	1.0239e-002
63119	1.0177e-002
63120	1.0218e-002
63121	1.013e-002
63122	1.0131e-002
63123	1.0077e-002
63124	1.0057e-002
63125	1.0017e-002
63126	9.9431e-003
63127	9.9346e-003
63128	9.9118e-003
63129	9.8707e-003
63130	9.8032e-003
63131	9.7966e-003
63132	9.7344e-003
63133	9.7159e-003
63134	9.6732e-003
63135	9.679e-003
63136	9.6574e-003
63137	9.6384e-003
63138	9.6302e-003
63139	9.6104e-003
63140	9.5786e-003
63141	9.5777e-003
63142	9.5485e-003
63143	9.5398e-003
63144	9.5178e-003
63145	9.5067e-003
63146	9.4973e-003
63147	9.4776e-003
63148	9.4595e-003
63149	9.4822e-003
63150	9.4624e-003
63151	9.4773e-003
63152	9.4604e-003
63153	9.4754e-003
63154	9.4593e-003
63155	9.4699e-003
63156	9.4544e-003
63157	9.46e-003
63158	9.4505e-003
63159	9.4534e-003
63160	9.4459e-003
63161	9.4472e-003
63162	9.4413e-003
63163	9.4414e-003
63164	9.4365e-003
63165	9.4354e-003
63166	9.4322e-003
63167	9.4301e-003
63168	9.4281e-003
63169	9.4256e-003
63170	9.4245e-003
63171	9.4218e-003
63172	9.4215e-003
63173	9.4185e-003
63174	9.4188e-003
63175	9.416e-003
63176	9.4166e-003
63177	9.4141e-003
63178	9.4146e-003
63179	9.4125e-003
63180	9.4124e-003
63181	9.4107e-003
63182	9.4101e-003
63183	9.4087e-003
63184	9.4081e-003
63185	9.407e-003
63186	9.4066e-003
63187	9.406e-003
63188	9.4057e-003
63189	9.4055e-003
63190	9.4056e-003
63191	9.4059e-003
63192	1.0388e-002
63193	1.0397e-002
63194	1.0335e-002
63195	1.0303e-002
63196	1.0308e-002
63197	1.033e-002
63198	1.0308e-002
63199	1.0323e-002
63200	1.025e-002
63201	1.0229e-002
63202	1.0192e-002
63203	1.0179e-002
63204	1.0074e-002
63205	1.0045e-002
63206	1.0039e-002
63207	9.9713e-003
63208	9.9664e-003
63209	9.974e-003
63210	9.9329e-003
63211	9.8674e-003
63212	9.8927e-003
63213	9.8326e-003
63214	9.8405e-003
63215	9.7714e-003
63216	9.7852e-003
63217	9.7314e-003
63218	9.7573e-003
63219	9.6743e-003
63220	9.7076e-003
63221	9.636e-003
63222	9.6511e-003
63223	9.5898e-003
63224	9.6055e-003
63225	9.5531e-003
63226	9.572e-003
63227	9.5198e-003
63228	9.5309e-003
63229	9.488e-003
63230	9.4948e-003
63231	9.473e-003
63232	9.4755e-003
63233	9.4596e-003
63234	9.4673e-003
63235	9.4538e-003
63236	9.4584e-003
63237	9.449e-003
63238	9.4508e-003
63239	9.4453e-003
63240	9.4438e-003
63241	9.4422e-003
63242	9.4382e-003
63243	9.4389e-003
63244	9.4332e-003
63245	9.4345e-003
63246	9.4281e-003
63247	9.4295e-003
63248	9.4239e-003
63249	9.4253e-003
63250	9.4202e-003
63251	9.4218e-003
63252	9.4173e-003
63253	9.4187e-003
63254	9.4152e-003
63255	9.4163e-003
63256	9.4135e-003
63257	9.4142e-003
63258	9.412e-003
63259	9.4123e-003
63260	9.4106e-003
63261	9.4107e-003
63262	9.4089e-003
63263	9.4092e-003
63264	9.4073e-003
63265	9.4077e-003
63266	9.4063e-003
63267	9.4066e-003
63268	9.406e-003
63269	9.4061e-003
63270	9.4061e-003
63271	1.0758e-002
63272	1.0731e-002
63273	1.0761e-002
63274	1.0733e-002
63275	1.0747e-002
63276	1.0702e-002
63277	1.0647e-002
63278	1.0659e-002
63279	1.0602e-002
63280	1.0601e-002
63281	1.0561e-002
63282	1.0539e-002
63283	1.0579e-002
63284	1.0584e-002
63285	1.0523e-002
63286	1.0507e-002
63287	1.0325e-002
63288	1.0311e-002
63289	1.0321e-002
63290	1.0307e-002
63291	1.016e-002
63292	1.0156e-002
63293	1.0059e-002
63294	1.005e-002
63295	9.8703e-003
63296	9.8777e-003
63297	9.7467e-003
63298	9.7503e-003
63299	9.6731e-003
63300	9.7002e-003
63301	9.6462e-003
63302	9.6685e-003
63303	9.5403e-003
63304	9.6257e-003
63305	9.5244e-003
63306	9.5662e-003
63307	9.4772e-003
63308	9.5111e-003
63309	9.4892e-003
63310	9.4818e-003
63311	9.4782e-003
63312	9.4696e-003
63313	9.4699e-003
63314	9.4603e-003
63315	9.4617e-003
63316	9.4535e-003
63317	9.4541e-003
63318	9.4482e-003
63319	9.4476e-003
63320	9.4435e-003
63321	9.4419e-003
63322	9.439e-003
63323	9.4367e-003
63324	9.4343e-003
63325	9.4319e-003
63326	9.4297e-003
63327	9.4275e-003
63328	9.4257e-003
63329	9.4237e-003
63330	9.4223e-003
63331	9.4205e-003
63332	9.4195e-003
63333	9.4179e-003
63334	9.4171e-003
63335	9.4156e-003
63336	9.4149e-003
63337	9.4134e-003
63338	9.4125e-003
63339	9.4112e-003
63340	9.4102e-003
63341	9.4091e-003
63342	9.4082e-003
63343	9.4073e-003
63344	9.4067e-003
63345	9.4062e-003
63346	9.4058e-003
63347	9.4057e-003
63348	9.4054e-003
63349	9.4058e-003
63350	1.0467e-002
63351	1.0455e-002
63352	1.0471e-002
63353	1.0458e-002
63354	1.0445e-002
63355	1.0427e-002
63356	1.0361e-002
63357	1.0403e-002
63358	1.0318e-002
63359	1.035e-002
63360	1.0267e-002
63361	1.0321e-002
63362	1.0227e-002
63363	1.0302e-002
63364	1.02e-002
63365	1.0244e-002
63366	1.017e-002
63367	1.02e-002
63368	1.0113e-002
63369	1.0164e-002
63370	1.0103e-002
63371	1.0131e-002
63372	1.012e-002
63373	1.006e-002
63374	1.0098e-002
63375	1.0036e-002
63376	1.003e-002
63377	1.0003e-002
63378	9.9693e-003
63379	9.9871e-003
63380	9.9247e-003
63381	9.9404e-003
63382	9.8808e-003
63383	9.8721e-003
63384	9.8397e-003
63385	9.7715e-003
63386	9.6497e-003
63387	9.6518e-003
63388	9.6373e-003
63389	9.6269e-003
63390	9.6292e-003
63391	9.6135e-003
63392	9.6133e-003
63393	9.6033e-003
63394	9.6048e-003
63395	9.5959e-003
63396	9.5976e-003
63397	9.5896e-003
63398	9.5911e-003
63399	9.5847e-003
63400	9.5858e-003
63401	9.581e-003
63402	9.5815e-003
63403	9.5778e-003
63404	9.5777e-003
63405	9.575e-003
63406	9.5744e-003
63407	9.5725e-003
63408	9.5716e-003
63409	9.5705e-003
63410	9.5694e-003
63411	9.5689e-003
63412	9.5678e-003
63413	9.5673e-003
63414	9.566e-003
63415	9.565e-003
63416	9.5635e-003
63417	9.562e-003
63418	9.5603e-003
63419	9.5586e-003
63420	9.5573e-003
63421	9.5561e-003
63422	9.5554e-003
63423	9.5545e-003
63424	9.5543e-003
63425	9.5538e-003
63426	9.5541e-003
63427	9.554e-003
63428	1.029e-002
63429	1.028e-002
63430	1.0303e-002
63431	1.032e-002
63432	1.0283e-002
63433	1.0313e-002
63434	1.024e-002
63435	1.0281e-002
63436	1.0212e-002
63437	1.0242e-002
63438	1.0174e-002
63439	1.0205e-002
63440	1.0129e-002
63441	1.0156e-002
63442	1.0103e-002
63443	1.0113e-002
63444	1.0083e-002
63445	1.0089e-002
63446	1.0053e-002
63447	1.0055e-002
63448	1.0011e-002
63449	9.9906e-003
63450	9.9628e-003
63451	9.94e-003
63452	9.9193e-003
63453	9.899e-003
63454	9.8722e-003
63455	9.8469e-003
63456	9.8167e-003
63457	9.7975e-003
63458	9.7743e-003
63459	9.7489e-003
63460	9.7229e-003
63461	9.7016e-003
63462	9.6865e-003
63463	9.6574e-003
63464	9.6513e-003
63465	9.6307e-003
63466	9.6317e-003
63467	9.6185e-003
63468	9.6193e-003
63469	9.606e-003
63470	9.6151e-003
63471	9.5973e-003
63472	9.6064e-003
63473	9.5897e-003
63474	9.5987e-003
63475	9.5843e-003
63476	9.5921e-003
63477	9.5801e-003
63478	9.5861e-003
63479	9.5776e-003
63480	9.5813e-003
63481	9.5752e-003
63482	9.5776e-003
63483	9.5735e-003
63484	9.5748e-003
63485	9.5718e-003
63486	9.5727e-003
63487	9.5708e-003
63488	9.571e-003
63489	9.5705e-003
63490	9.5695e-003
63491	9.5693e-003
63492	9.5676e-003
63493	9.5668e-003
63494	9.5646e-003
63495	9.5628e-003
63496	9.5609e-003
63497	9.5579e-003
63498	9.5575e-003
63499	9.5551e-003
63500	9.5557e-003
63501	9.5539e-003
63502	9.5548e-003
63503	9.5538e-003
63504	9.555e-003
63505	9.5546e-003
63506	1.0188e-002
63507	1.0183e-002
63508	1.0159e-002
63509	1.0134e-002
63510	1.0126e-002
63511	1.0166e-002
63512	1.0075e-002
63513	1.0129e-002
63514	1.0064e-002
63515	1.0099e-002
63516	9.9874e-003
63517	1.0063e-002
63518	9.936e-003
63519	1.0035e-002
63520	9.906e-003
63521	1.0015e-002
63522	9.9492e-003
63523	9.9953e-003
63524	9.9186e-003
63525	9.9367e-003
63526	9.8672e-003
63527	9.8273e-003
63528	9.8428e-003
63529	9.7843e-003
63530	9.7873e-003
63531	9.7712e-003
63532	9.759e-003
63533	9.7266e-003
63534	9.6965e-003
63535	9.6782e-003
63536	9.6692e-003
63537	9.641e-003
63538	9.6293e-003
63539	9.6379e-003
63540	9.6226e-003
63541	9.6339e-003
63542	9.6251e-003
63543	9.6311e-003
63544	9.6287e-003
63545	9.6221e-003
63546	9.6218e-003
63547	9.6128e-003
63548	9.6141e-003
63549	9.5951e-003
63550	9.606e-003
63551	9.5901e-003
63552	9.5992e-003
63553	9.5865e-003
63554	9.592e-003
63555	9.5837e-003
63556	9.5857e-003
63557	9.5819e-003
63558	9.5813e-003
63559	9.5793e-003
63560	9.578e-003
63561	9.5764e-003
63562	9.5751e-003
63563	9.5737e-003
63564	9.5727e-003
63565	9.5714e-003
63566	9.571e-003
63567	9.5699e-003
63568	9.5694e-003
63569	9.5683e-003
63570	9.5672e-003
63571	9.5659e-003
63572	9.5641e-003
63573	9.5624e-003
63574	9.5602e-003
63575	9.5592e-003
63576	9.557e-003
63577	9.5567e-003
63578	9.5552e-003
63579	9.5552e-003
63580	9.5545e-003
63581	9.5546e-003
63582	9.5546e-003
63583	9.5548e-003
63584	1.0108e-002
63585	1.0113e-002
63586	1.0073e-002
63587	1.0054e-002
63588	1.0067e-002
63589	1.0037e-002
63590	1.0043e-002
63591	1.0051e-002
63592	1.0018e-002
63593	1.0026e-002
63594	1.0005e-002
63595	1.0016e-002
63596	1.0011e-002
63597	1.0016e-002
63598	1.0022e-002
63599	1.0017e-002
63600	1.0012e-002
63601	1.0003e-002
63602	9.9773e-003
63603	9.9599e-003
63604	9.9367e-003
63605	9.9094e-003
63606	9.8793e-003
63607	9.8722e-003
63608	9.8277e-003
63609	9.8017e-003
63610	9.7611e-003
63611	9.754e-003
63612	9.7292e-003
63613	9.6948e-003
63614	9.6935e-003
63615	9.6853e-003
63616	9.6773e-003
63617	9.6639e-003
63618	9.6643e-003
63619	9.6422e-003
63620	9.6485e-003
63621	9.6237e-003
63622	9.6275e-003
63623	9.6134e-003
63624	9.6143e-003
63625	9.6059e-003
63626	9.6095e-003
63627	9.6019e-003
63628	9.606e-003
63629	9.5923e-003
63630	9.5985e-003
63631	9.5863e-003
63632	9.5924e-003
63633	9.5816e-003
63634	9.5869e-003
63635	9.5785e-003
63636	9.582e-003
63637	9.5768e-003
63638	9.5789e-003
63639	9.5751e-003
63640	9.5765e-003
63641	9.5732e-003
63642	9.574e-003
63643	9.5717e-003
63644	9.5719e-003
63645	9.5708e-003
63646	9.57e-003
63647	9.5693e-003
63648	9.5678e-003
63649	9.5668e-003
63650	9.5648e-003
63651	9.563e-003
63652	9.561e-003
63653	9.5584e-003
63654	9.5577e-003
63655	9.5557e-003
63656	9.556e-003
63657	9.5545e-003
63658	9.5553e-003
63659	9.5544e-003
63660	9.5556e-003
63661	9.5551e-003
63662	1.0015e-002
63663	9.9627e-003
63664	9.9695e-003
63665	1.0055e-002
63666	9.9437e-003
63667	9.9682e-003
63668	9.9433e-003
63669	9.9591e-003
63670	9.9166e-003
63671	9.9181e-003
63672	9.8991e-003
63673	9.894e-003
63674	9.8785e-003
63675	9.8615e-003
63676	9.8557e-003
63677	9.8159e-003
63678	9.842e-003
63679	9.7874e-003
63680	9.8194e-003
63681	9.8127e-003
63682	9.7738e-003
63683	9.7467e-003
63684	9.7127e-003
63685	9.6988e-003
63686	9.6803e-003
63687	9.6383e-003
63688	9.6627e-003
63689	9.6641e-003
63690	9.6647e-003
63691	9.6522e-003
63692	9.6418e-003
63693	9.6429e-003
63694	9.6477e-003
63695	9.633e-003
63696	9.6383e-003
63697	9.6221e-003
63698	9.6221e-003
63699	9.6147e-003
63700	9.6252e-003
63701	9.6077e-003
63702	9.6185e-003
63703	9.601e-003
63704	9.6131e-003
63705	9.5951e-003
63706	9.6058e-003
63707	9.5912e-003
63708	9.6003e-003
63709	9.5876e-003
63710	9.5936e-003
63711	9.5847e-003
63712	9.5877e-003
63713	9.583e-003
63714	9.5844e-003
63715	9.5805e-003
63716	9.5813e-003
63717	9.5775e-003
63718	9.578e-003
63719	9.5746e-003
63720	9.5749e-003
63721	9.5722e-003
63722	9.5725e-003
63723	9.5705e-003
63724	9.5704e-003
63725	9.5689e-003
63726	9.5679e-003
63727	9.5664e-003
63728	9.5644e-003
63729	9.5627e-003
63730	9.5604e-003
63731	9.5593e-003
63732	9.5573e-003
63733	9.5569e-003
63734	9.5555e-003
63735	9.5554e-003
63736	9.5548e-003
63737	9.5549e-003
63738	9.5549e-003
63739	9.5552e-003
63740	1.0137e-002
63741	1.0069e-002
63742	1.0106e-002
63743	1.0063e-002
63744	1.0065e-002
63745	1.0081e-002
63746	1.0083e-002
63747	1.0071e-002
63748	1.0068e-002
63749	1.005e-002
63750	1.0045e-002
63751	1.0004e-002
63752	9.9879e-003
63753	9.9905e-003
63754	9.9657e-003
63755	9.9683e-003
63756	9.9466e-003
63757	9.9372e-003
63758	9.9213e-003
63759	9.9179e-003
63760	9.8963e-003
63761	9.8783e-003
63762	9.8671e-003
63763	9.8268e-003
63764	9.8125e-003
63765	9.7879e-003
63766	9.7625e-003
63767	9.7757e-003
63768	9.7396e-003
63769	9.7042e-003
63770	9.7046e-003
63771	9.6723e-003
63772	9.6688e-003
63773	9.6676e-003
63774	9.6418e-003
63775	9.648e-003
63776	9.6329e-003
63777	9.6376e-003
63778	9.6225e-003
63779	9.6221e-003
63780	9.6205e-003
63781	9.6129e-003
63782	9.6146e-003
63783	9.6028e-003
63784	9.6084e-003
63785	9.5955e-003
63786	9.6014e-003
63787	9.5885e-003
63788	9.5945e-003
63789	9.5839e-003
63790	9.5886e-003
63791	9.5802e-003
63792	9.5842e-003
63793	9.5783e-003
63794	9.5818e-003
63795	9.5765e-003
63796	9.5789e-003
63797	9.5744e-003
63798	9.5756e-003
63799	9.5724e-003
63800	9.5729e-003
63801	9.5711e-003
63802	9.5706e-003
63803	9.5694e-003
63804	9.5682e-003
63805	9.5668e-003
63806	9.5651e-003
63807	9.563e-003
63808	9.5611e-003
63809	9.5588e-003
63810	9.5579e-003
63811	9.5562e-003
63812	9.5563e-003
63813	9.555e-003
63814	9.5556e-003
63815	9.5548e-003
63816	9.5558e-003
63817	9.5555e-003
63818	9.937e-003
63819	1.0042e-002
63820	9.9515e-003
63821	1.0026e-002
63822	9.8955e-003
63823	9.9491e-003
63824	9.8883e-003
63825	9.9499e-003
63826	9.8832e-003
63827	9.9197e-003
63828	9.8639e-003
63829	9.9026e-003
63830	9.8307e-003
63831	9.8781e-003
63832	9.8172e-003
63833	9.8383e-003
63834	9.7942e-003
63835	9.8208e-003
63836	9.7751e-003
63837	9.7703e-003
63838	9.7632e-003
63839	9.7389e-003
63840	9.7557e-003
63841	9.7184e-003
63842	9.6928e-003
63843	9.6792e-003
63844	9.6501e-003
63845	9.6625e-003
63846	9.6303e-003
63847	9.5844e-003
63848	9.5809e-003
63849	9.5649e-003
63850	9.6459e-003
63851	9.6357e-003
63852	9.6263e-003
63853	9.6345e-003
63854	9.6308e-003
63855	9.6254e-003
63856	9.6247e-003
63857	9.6192e-003
63858	9.6193e-003
63859	9.6036e-003
63860	9.615e-003
63861	9.5978e-003
63862	9.6086e-003
63863	9.5937e-003
63864	9.6025e-003
63865	9.5901e-003
63866	9.5962e-003
63867	9.5867e-003
63868	9.5903e-003
63869	9.5841e-003
63870	9.5865e-003
63871	9.5814e-003
63872	9.5832e-003
63873	9.5783e-003
63874	9.5796e-003
63875	9.5753e-003
63876	9.5762e-003
63877	9.5726e-003
63878	9.5735e-003
63879	9.5709e-003
63880	9.5712e-003
63881	9.5691e-003
63882	9.5684e-003
63883	9.5666e-003
63884	9.5647e-003
63885	9.5629e-003
63886	9.5606e-003
63887	9.5596e-003
63888	9.5577e-003
63889	9.5571e-003
63890	9.5559e-003
63891	9.5557e-003
63892	9.5552e-003
63893	9.5552e-003
63894	9.5552e-003
63895	9.5555e-003
63896	1.0061e-002
63897	1.0147e-002
63898	1.0064e-002
63899	1.0138e-002
63900	1.0092e-002
63901	1.0124e-002
63902	1.0063e-002
63903	1.0082e-002
63904	1.0036e-002
63905	1.0051e-002
63906	9.9957e-003
63907	1.0019e-002
63908	9.9609e-003
63909	9.9821e-003
63910	9.9335e-003
63911	9.9498e-003
63912	9.8797e-003
63913	9.903e-003
63914	9.8644e-003
63915	9.8438e-003
63916	9.8174e-003
63917	9.8162e-003
63918	9.8175e-003
63919	9.7716e-003
63920	9.7696e-003
63921	9.7526e-003
63922	9.7302e-003
63923	9.7826e-003
63924	9.728e-003
63925	9.7131e-003
63926	9.7058e-003
63927	9.6727e-003
63928	9.6855e-003
63929	9.6695e-003
63930	9.6574e-003
63931	9.6413e-003
63932	9.6474e-003
63933	9.6316e-003
63934	9.6335e-003
63935	9.6227e-003
63936	9.6245e-003
63937	9.6146e-003
63938	9.6177e-003
63939	9.6035e-003
63940	9.6116e-003
63941	9.5957e-003
63942	9.6048e-003
63943	9.5895e-003
63944	9.5983e-003
63945	9.5849e-003
63946	9.5923e-003
63947	9.5812e-003
63948	9.5873e-003
63949	9.5788e-003
63950	9.5842e-003
63951	9.5768e-003
63952	9.5806e-003
63953	9.5747e-003
63954	9.5768e-003
63955	9.5727e-003
63956	9.5738e-003
63957	9.5713e-003
63958	9.5715e-003
63959	9.5695e-003
63960	9.5688e-003
63961	9.5668e-003
63962	9.5654e-003
63963	9.5629e-003
63964	9.5613e-003
63965	9.5589e-003
63966	9.5582e-003
63967	9.5564e-003
63968	9.5566e-003
63969	9.5552e-003
63970	9.5558e-003
63971	9.555e-003
63972	9.556e-003
63973	9.5557e-003
63974	1.0285e-002
63975	1.02e-002
63976	1.0228e-002
63977	1.0242e-002
63978	1.0195e-002
63979	1.0231e-002
63980	1.0197e-002
63981	1.0213e-002
63982	1.0133e-002
63983	1.0137e-002
63984	1.0055e-002
63985	1.0061e-002
63986	9.986e-003
63987	1.0003e-002
63988	9.9484e-003
63989	9.9381e-003
63990	9.8904e-003
63991	9.8669e-003
63992	9.8726e-003
63993	9.8497e-003
63994	9.8255e-003
63995	9.8153e-003
63996	9.78e-003
63997	9.7567e-003
63998	9.7308e-003
63999	9.7272e-003
64000	9.6912e-003
64001	9.7084e-003
64002	9.6824e-003
64003	9.6702e-003
64004	9.6541e-003
64005	9.6428e-003
64006	9.6252e-003
64007	9.6174e-003
64008	9.6266e-003
64009	9.6425e-003
64010	9.6352e-003
64011	9.6296e-003
64012	9.6321e-003
64013	9.62e-003
64014	9.6246e-003
64015	9.608e-003
64016	9.6172e-003
64017	9.6018e-003
64018	9.6122e-003
64019	9.5964e-003
64020	9.6052e-003
64021	9.5918e-003
64022	9.5986e-003
64023	9.5878e-003
64024	9.5925e-003
64025	9.5845e-003
64026	9.588e-003
64027	9.5814e-003
64028	9.5843e-003
64029	9.5783e-003
64030	9.5804e-003
64031	9.5752e-003
64032	9.5768e-003
64033	9.5726e-003
64034	9.5741e-003
64035	9.5708e-003
64036	9.5717e-003
64037	9.5691e-003
64038	9.5688e-003
64039	9.5665e-003
64040	9.565e-003
64041	9.563e-003
64042	9.561e-003
64043	9.5598e-003
64044	9.5581e-003
64045	9.5574e-003
64046	9.5563e-003
64047	9.5559e-003
64048	9.5555e-003
64049	9.5554e-003
64050	9.5554e-003
64051	9.5556e-003
64052	1.0363e-002
64053	1.0323e-002
64054	1.0353e-002
64055	1.0334e-002
64056	1.0332e-002
64057	1.0308e-002
64058	1.0323e-002
64059	1.0278e-002
64060	1.026e-002
64061	1.0253e-002
64062	1.016e-002
64063	1.0169e-002
64064	1.0119e-002
64065	1.0128e-002
64066	1.0053e-002
64067	1.0077e-002
64068	1.0058e-002
64069	1.0027e-002
64070	9.9926e-003
64071	9.9978e-003
64072	9.9681e-003
64073	9.9224e-003
64074	9.934e-003
64075	9.8924e-003
64076	9.89e-003
64077	9.8411e-003
64078	9.8459e-003
64079	9.7979e-003
64080	9.8022e-003
64081	9.7589e-003
64082	9.7701e-003
64083	9.7301e-003
64084	9.7331e-003
64085	9.6794e-003
64086	9.6939e-003
64087	9.6405e-003
64088	9.6557e-003
64089	9.6303e-003
64090	9.6407e-003
64091	9.6197e-003
64092	9.629e-003
64093	9.6125e-003
64094	9.6204e-003
64095	9.6035e-003
64096	9.614e-003
64097	9.596e-003
64098	9.6074e-003
64099	9.5907e-003
64100	9.6009e-003
64101	9.5864e-003
64102	9.5946e-003
64103	9.5825e-003
64104	9.5897e-003
64105	9.5796e-003
64106	9.5864e-003
64107	9.5771e-003
64108	9.5824e-003
64109	9.5747e-003
64110	9.5784e-003
64111	9.5727e-003
64112	9.5751e-003
64113	9.5713e-003
64114	9.5725e-003
64115	9.5696e-003
64116	9.5697e-003
64117	9.5669e-003
64118	9.5659e-003
64119	9.5629e-003
64120	9.5615e-003
64121	9.559e-003
64122	9.5586e-003
64123	9.5565e-003
64124	9.5569e-003
64125	9.5551e-003
64126	9.5559e-003
64127	9.5549e-003
64128	9.5559e-003
64129	9.5557e-003
64130	1.0803e-002
64131	1.0798e-002
64132	1.0782e-002
64133	1.0786e-002
64134	1.0733e-002
64135	1.0751e-002
64136	1.0714e-002
64137	1.0701e-002
64138	1.0635e-002
64139	1.0623e-002
64140	1.0524e-002
64141	1.0567e-002
64142	1.06e-002
64143	1.0586e-002
64144	1.0385e-002
64145	1.0347e-002
64146	1.0292e-002
64147	1.0282e-002
64148	1.0353e-002
64149	1.0343e-002
64150	1.001e-002
64151	1.0011e-002
64152	9.9413e-003
64153	9.9429e-003
64154	9.8974e-003
64155	9.8939e-003
64156	9.8404e-003
64157	9.865e-003
64158	9.8229e-003
64159	9.8327e-003
64160	9.742e-003
64161	9.7794e-003
64162	9.7067e-003
64163	9.7256e-003
64164	9.6382e-003
64165	9.6796e-003
64166	9.6441e-003
64167	9.6487e-003
64168	9.6339e-003
64169	9.63e-003
64170	9.6278e-003
64171	9.6173e-003
64172	9.6191e-003
64173	9.6092e-003
64174	9.6115e-003
64175	9.6024e-003
64176	9.6046e-003
64177	9.5968e-003
64178	9.5984e-003
64179	9.5921e-003
64180	9.5926e-003
64181	9.5879e-003
64182	9.5878e-003
64183	9.5841e-003
64184	9.5839e-003
64185	9.5805e-003
64186	9.58e-003
64187	9.577e-003
64188	9.5763e-003
64189	9.574e-003
64190	9.5733e-003
64191	9.5716e-003
64192	9.5709e-003
64193	9.5694e-003
64194	9.5683e-003
64195	9.5666e-003
64196	9.5651e-003
64197	9.5632e-003
64198	9.5616e-003
64199	9.56e-003
64200	9.5588e-003
64201	9.5576e-003
64202	9.5569e-003
64203	9.556e-003
64204	9.5557e-003
64205	9.5553e-003
64206	9.5554e-003
64207	9.5554e-003
64208	1.0517e-002
64209	1.0503e-002
64210	1.0506e-002
64211	1.0493e-002
64212	1.0474e-002
64213	1.0491e-002
64214	1.0456e-002
64215	1.0474e-002
64216	1.0407e-002
64217	1.0448e-002
64218	1.0375e-002
64219	1.0434e-002
64220	1.0354e-002
64221	1.0403e-002
64222	1.03e-002
64223	1.0373e-002
64224	1.0257e-002
64225	1.0334e-002
64226	1.0256e-002
64227	1.0278e-002
64228	1.0259e-002
64229	1.0224e-002
64230	1.0218e-002
64231	1.0189e-002
64232	1.02e-002
64233	1.0128e-002
64234	1.0186e-002
64235	1.0107e-002
64236	1.0128e-002
64237	1.007e-002
64238	1.0054e-002
64239	1.0042e-002
64240	9.9948e-003
64241	9.9605e-003
64242	9.8319e-003
64243	9.8276e-003
64244	9.7976e-003
64245	9.7868e-003
64246	9.7853e-003
64247	9.7743e-003
64248	9.7715e-003
64249	9.7619e-003
64250	9.7628e-003
64251	9.7534e-003
64252	9.755e-003
64253	9.7468e-003
64254	9.7487e-003
64255	9.7417e-003
64256	9.7435e-003
64257	9.7374e-003
64258	9.7388e-003
64259	9.7335e-003
64260	9.7343e-003
64261	9.73e-003
64262	9.7299e-003
64263	9.7265e-003
64264	9.7256e-003
64265	9.723e-003
64266	9.7216e-003
64267	9.7199e-003
64268	9.7183e-003
64269	9.7172e-003
64270	9.7159e-003
64271	9.7152e-003
64272	9.7141e-003
64273	9.7135e-003
64274	9.7124e-003
64275	9.7116e-003
64276	9.7105e-003
64277	9.7096e-003
64278	9.7085e-003
64279	9.7077e-003
64280	9.7066e-003
64281	9.7059e-003
64282	9.7051e-003
64283	9.7046e-003
64284	9.7046e-003
64285	1.0409e-002
64286	1.037e-002
64287	1.039e-002
64288	1.0354e-002
64289	1.0368e-002
64290	1.0304e-002
64291	1.0301e-002
64292	1.0301e-002
64293	1.0263e-002
64294	1.0267e-002
64295	1.0185e-002
