Node Number	LOC_DEFY (m)
14904	2.0949e-003
14905	2.0951e-003
14906	2.0939e-003
14907	2.0948e-003
14908	2.0936e-003
14909	2.0951e-003
14910	2.0942e-003
14911	2.096e-003
14912	2.0959e-003
14913	2.0973e-003
14914	2.0994e-003
14915	2.0993e-003
14916	2.1085e-003
14917	1.0843e-002
14918	1.1144e-002
14919	1.0022e-002
14920	1.0206e-002
14921	1.1612e-002
14922	1.0552e-002
14923	1.041e-002
14924	1.0395e-002
14925	1.0268e-002
14926	1.0363e-002
14927	1.0437e-002
14928	9.9439e-003
14929	1.0644e-002
14930	9.3704e-003
14931	9.348e-003
14932	8.6297e-003
14933	1.15e-002
14934	1.042e-002
14935	1.1079e-002
14936	1.0763e-002
14937	1.0929e-002
14938	9.8117e-003
14939	9.6369e-003
14940	9.5198e-003
14941	4.2267e-003
14942	4.9007e-003
14943	4.3088e-003
14944	4.0232e-003
14945	5.5796e-003
14946	6.1184e-003
14947	4.4853e-003
14948	6.6879e-003
14949	4.4169e-003
14950	4.0643e-003
14951	4.8565e-003
14952	4.3388e-003
14953	3.4739e-003
14954	3.9605e-003
14955	3.4275e-003
14956	3.6678e-003
14957	3.0218e-003
14958	3.1877e-003
14959	3.2337e-003
14960	3.1444e-003
14961	2.9967e-003
14962	2.8107e-003
14963	2.8312e-003
14964	2.7973e-003
14965	2.6797e-003
14966	2.6938e-003
14967	2.7066e-003
14968	2.5729e-003
14969	2.5882e-003
14970	2.5294e-003
14971	2.5201e-003
14972	2.3974e-003
14973	2.3758e-003
14974	2.2794e-003
14975	2.2862e-003
14976	2.221e-003
14977	2.1628e-003
14978	2.1576e-003
14979	2.1496e-003
14980	2.15e-003
14981	2.1525e-003
14982	2.1426e-003
14983	2.1362e-003
14984	2.1268e-003
14985	2.1179e-003
14986	2.1337e-003
14987	2.1131e-003
14988	2.121e-003
14989	2.1176e-003
14990	2.1172e-003
14991	2.1059e-003
14992	2.1037e-003
14993	2.1033e-003
14994	2.1021e-003
14995	2.1017e-003
14996	2.1009e-003
14997	2.1003e-003
14998	2.0994e-003
14999	2.0986e-003
15000	2.098e-003
15001	2.0969e-003
15002	2.0967e-003
15003	2.0955e-003
15004	2.0958e-003
15005	2.0946e-003
15006	2.0955e-003
15007	2.0942e-003
15008	2.0958e-003
15009	2.0948e-003
15010	2.0966e-003
15011	2.0963e-003
15012	2.0978e-003
15013	2.0997e-003
15014	2.1002e-003
15015	2.1085e-003
15016	1.1543e-002
15017	1.1534e-002
15018	1.017e-002
15019	9.0827e-003
15020	1.151e-002
15021	1.0909e-002
15022	1.0479e-002
15023	1.1649e-002
15024	1.0621e-002
15025	1.0621e-002
15026	1.0782e-002
15027	1.1761e-002
15028	1.0212e-002
15029	9.5287e-003
15030	1.0577e-002
15031	1.0961e-002
15032	1.0481e-002
15033	1.2053e-002
15034	1.0501e-002
15035	1.027e-002
15036	1.1264e-002
15037	6.6148e-003
15038	4.5708e-003
15039	4.9768e-003
15040	1.1552e-002
15041	6.03e-003
15042	5.8988e-003
15043	8.9023e-003
15044	8.8599e-003
15045	6.3125e-003
15046	8.2637e-003
15047	8.3531e-003
15048	5.2847e-003
15049	6.2066e-003
15050	5.668e-003
15051	5.758e-003
15052	5.6897e-003
15053	4.1756e-003
15054	4.5351e-003
15055	5.3664e-003
15056	4.0954e-003
15057	4.0055e-003
15058	4.0457e-003
15059	3.7562e-003
15060	3.0339e-003
15061	2.9922e-003
15062	2.9721e-003
15063	2.9257e-003
15064	2.9969e-003
15065	2.8573e-003
15066	2.9135e-003
15067	2.7921e-003
15068	2.6842e-003
15069	2.7589e-003
15070	2.4716e-003
15071	2.4591e-003
15072	2.4141e-003
15073	2.3202e-003
15074	2.2663e-003
15075	2.2208e-003
15076	2.2105e-003
15077	2.1876e-003
15078	2.2015e-003
15079	2.1443e-003
15080	2.1499e-003
15081	2.1142e-003
15082	2.1201e-003
15083	2.0986e-003
15084	2.1013e-003
15085	2.0796e-003
15086	2.0954e-003
15087	2.1035e-003
15088	2.1057e-003
15089	2.1016e-003
15090	2.1067e-003
15091	2.1042e-003
15092	2.1038e-003
15093	2.1027e-003
15094	2.1018e-003
15095	2.101e-003
15096	2.1002e-003
15097	2.0994e-003
15098	2.0984e-003
15099	2.0979e-003
15100	2.0969e-003
15101	2.0966e-003
15102	2.0954e-003
15103	2.0956e-003
15104	2.0944e-003
15105	2.0952e-003
15106	2.094e-003
15107	2.0954e-003
15108	2.0945e-003
15109	2.0963e-003
15110	2.0963e-003
15111	2.0975e-003
15112	2.0997e-003
15113	2.0996e-003
15114	2.1088e-003
15115	1.1107e-002
15116	1.1218e-002
15117	1.1175e-002
15118	1.1439e-002
15119	1.088e-002
15120	1.1066e-002
15121	1.0479e-002
15122	1.0098e-002
15123	1.0981e-002
15124	1.1431e-002
15125	1.165e-002
15126	1.007e-002
15127	9.8225e-003
15128	1.0137e-002
15129	1.0509e-002
15130	1.1339e-002
15131	1.0348e-002
15132	1.213e-002
15133	1.0674e-002
15134	6.2082e-003
15135	5.9598e-003
15136	1.1166e-002
15137	1.0156e-002
15138	1.1771e-002
15139	8.3053e-003
15140	9.5289e-003
15141	1.1298e-002
15142	1.1736e-002
15143	7.9009e-003
15144	9.1902e-003
15145	9.1803e-003
15146	5.4155e-003
15147	9.0882e-003
15148	7.4788e-003
15149	6.6925e-003
15150	6.6948e-003
15151	6.9807e-003
15152	6.2045e-003
15153	6.4981e-003
15154	5.6619e-003
15155	5.5798e-003
15156	4.6013e-003
15157	4.515e-003
15158	4.3586e-003
15159	3.9486e-003
15160	3.521e-003
15161	3.5403e-003
15162	3.2203e-003
15163	3.205e-003
15164	2.9035e-003
15165	2.8716e-003
15166	2.8836e-003
15167	2.8253e-003
15168	2.8245e-003
15169	2.5467e-003
15170	2.4923e-003
15171	2.4804e-003
15172	2.4497e-003
15173	2.2636e-003
15174	2.2409e-003
15175	2.2232e-003
15176	2.2459e-003
15177	2.201e-003
15178	2.1845e-003
15179	2.1498e-003
15180	2.1648e-003
15181	2.1333e-003
15182	2.1271e-003
15183	2.1177e-003
15184	2.1225e-003
15185	2.1094e-003
15186	2.1187e-003
15187	2.1164e-003
15188	2.1095e-003
15189	2.1051e-003
15190	2.1041e-003
15191	2.1029e-003
15192	2.1025e-003
15193	2.1017e-003
15194	2.1011e-003
15195	2.1002e-003
15196	2.0996e-003
15197	2.0985e-003
15198	2.098e-003
15199	2.0969e-003
15200	2.0965e-003
15201	2.0954e-003
15202	2.0955e-003
15203	2.0944e-003
15204	2.095e-003
15205	2.0939e-003
15206	2.0951e-003
15207	2.0943e-003
15208	2.096e-003
15209	2.0958e-003
15210	2.0972e-003
15211	2.0989e-003
15212	2.0996e-003
15213	2.1079e-003
15214	8.1552e-003
15215	1.0534e-002
15216	9.4959e-003
15217	8.5342e-003
15218	7.0672e-003
15219	1.0983e-002
15220	1.0437e-002
15221	1.1311e-002
15222	7.2856e-003
15223	8.1542e-003
15224	1.0523e-002
15225	7.1608e-003
15226	7.0362e-003
15227	7.7303e-003
15228	9.3894e-003
15229	1.124e-002
15230	9.4334e-003
15231	1.1147e-002
15232	1.3766e-002
15233	4.3451e-002
15234	2.0951e-002
15235	1.7463e-002
15236	2.2037e-002
15237	1.7833e-002
15238	1.9274e-002
15239	1.6259e-002
15240	1.5316e-002
15241	1.0942e-002
15242	1.3536e-002
15243	1.3578e-002
15244	8.798e-003
15245	1.1318e-002
15246	1.0481e-002
15247	8.222e-003
15248	8.1107e-003
15249	7.7798e-003
15250	7.246e-003
15251	6.6158e-003
15252	7.1483e-003
15253	6.3632e-003
15254	6.0153e-003
15255	5.9967e-003
15256	5.4441e-003
15257	5.4656e-003
15258	4.4697e-003
15259	4.3123e-003
15260	4.028e-003
15261	3.9812e-003
15262	3.4765e-003
15263	3.1029e-003
15264	2.8696e-003
15265	2.8806e-003
15266	2.8679e-003
15267	2.8449e-003
15268	2.5438e-003
15269	2.4966e-003
15270	2.3734e-003
15271	2.3988e-003
15272	2.416e-003
15273	2.291e-003
15274	2.3007e-003
15275	2.2354e-003
15276	2.2376e-003
15277	2.1406e-003
15278	2.1724e-003
15279	2.1264e-003
15280	2.166e-003
15281	2.1258e-003
15282	2.1454e-003
15283	2.1147e-003
15284	2.1256e-003
15285	2.1116e-003
15286	2.11e-003
15287	2.1103e-003
15288	2.1086e-003
15289	2.1079e-003
15290	2.1065e-003
15291	2.1055e-003
15292	2.1043e-003
15293	2.1034e-003
15294	2.1025e-003
15295	2.1015e-003
15296	2.1005e-003
15297	2.0997e-003
15298	2.0988e-003
15299	2.098e-003
15300	2.0972e-003
15301	2.0967e-003
15302	2.0962e-003
15303	2.0961e-003
15304	2.0957e-003
15305	2.0961e-003
15306	2.0961e-003
15307	2.0968e-003
15308	2.0976e-003
15309	2.098e-003
15310	2.1008e-003
15311	2.1009e-003
15312	2.1092e-003
15313	9.45e-003
15314	9.3169e-003
15315	9.1067e-003
15316	9.2583e-003
15317	9.215e-003
15318	9.0129e-003
15319	9.1259e-003
15320	9.303e-003
15321	9.4679e-003
15322	9.0258e-003
15323	8.9241e-003
15324	9.261e-003
15325	9.0364e-003
15326	9.2024e-003
15327	9.8409e-003
15328	8.9003e-003
15329	8.68e-003
15330	9.0481e-003
15331	8.5062e-003
15332	8.8356e-003
15333	8.7522e-003
15334	8.4474e-003
15335	8.4376e-003
15336	8.3402e-003
15337	8.0343e-003
15338	7.7331e-003
15339	7.4162e-003
15340	8.3674e-003
15341	8.2994e-003
15342	8.1803e-003
15343	8.0846e-003
15344	7.8239e-003
15345	7.2231e-003
15346	7.094e-003
15347	7.5616e-003
15348	7.5687e-003
15349	7.0712e-003
15350	7.1445e-003
15351	6.3198e-003
15352	6.5353e-003
15353	5.7687e-003
15354	6.0933e-003
15355	4.8983e-003
15356	4.3586e-003
15357	4.0869e-003
15358	4.1487e-003
15359	4.0594e-003
15360	3.4137e-003
15361	3.495e-003
15362	3.4506e-003
15363	3.0335e-003
15364	2.8809e-003
15365	2.8655e-003
15366	2.6347e-003
15367	2.6023e-003
15368	2.5492e-003
15369	2.5393e-003
15370	2.6081e-003
15371	2.5754e-003
15372	2.4948e-003
15373	2.4858e-003
15374	2.3827e-003
15375	2.4204e-003
15376	2.3796e-003
15377	2.4032e-003
15378	2.3855e-003
15379	2.3574e-003
15380	2.3639e-003
15381	2.3208e-003
15382	2.3139e-003
15383	2.3113e-003
15384	2.2476e-003
15385	2.2694e-003
15386	2.2618e-003
15387	2.2684e-003
15388	2.2699e-003
15389	2.2725e-003
15390	2.273e-003
15391	2.2742e-003
15392	2.274e-003
15393	2.2743e-003
15394	2.2737e-003
15395	2.2737e-003
15396	2.2728e-003
15397	2.2728e-003
15398	2.2716e-003
15399	2.272e-003
15400	2.2707e-003
15401	2.2716e-003
15402	2.2704e-003
15403	2.2717e-003
15404	2.2705e-003
15405	2.2723e-003
15406	2.2715e-003
15407	2.2736e-003
15408	2.2733e-003
15409	2.2749e-003
15410	2.2749e-003
15411	2.2725e-003
15412	9.7287e-003
15413	9.7624e-003
15414	9.0509e-003
15415	9.0532e-003
15416	9.3854e-003
15417	9.1969e-003
15418	9.2534e-003
15419	9.2976e-003
15420	9.3502e-003
15421	9.7876e-003
15422	9.3646e-003
15423	9.2684e-003
15424	9.8172e-003
15425	9.6318e-003
15426	9.5724e-003
15427	8.7423e-003
15428	9.455e-003
15429	8.4796e-003
15430	9.21e-003
15431	8.5876e-003
15432	8.9064e-003
15433	8.9032e-003
15434	8.7793e-003
15435	8.3964e-003
15436	8.162e-003
15437	7.6793e-003
15438	7.9983e-003
15439	8.1853e-003
15440	8.0204e-003
15441	7.9969e-003
15442	7.8882e-003
15443	7.7103e-003
15444	7.0463e-003
15445	7.6391e-003
15446	7.9801e-003
15447	7.1191e-003
15448	7.1664e-003
15449	6.6245e-003
15450	6.9345e-003
15451	5.991e-003
15452	4.1749e-003
15453	4.9977e-003
15454	4.548e-003
15455	4.5927e-003
15456	4.1521e-003
15457	4.1203e-003
15458	3.44e-003
15459	3.3891e-003
15460	3.4713e-003
15461	3.1041e-003
15462	3.261e-003
15463	3.0109e-003
15464	2.7614e-003
15465	2.5194e-003
15466	2.5135e-003
15467	2.5387e-003
15468	2.5224e-003
15469	2.4915e-003
15470	2.4591e-003
15471	2.4432e-003
15472	2.3819e-003
15473	2.4559e-003
15474	2.3449e-003
15475	2.3524e-003
15476	2.3406e-003
15477	2.3273e-003
15478	2.3133e-003
15479	2.2954e-003
15480	2.2746e-003
15481	2.2621e-003
15482	2.2619e-003
15483	2.2564e-003
15484	2.2547e-003
15485	2.2618e-003
15486	2.2709e-003
15487	2.2735e-003
15488	2.2757e-003
15489	2.2757e-003
15490	2.2763e-003
15491	2.2764e-003
15492	2.2763e-003
15493	2.2762e-003
15494	2.2758e-003
15495	2.2753e-003
15496	2.2751e-003
15497	2.2742e-003
15498	2.2745e-003
15499	2.2732e-003
15500	2.2742e-003
15501	2.2728e-003
15502	2.2743e-003
15503	2.273e-003
15504	2.2752e-003
15505	2.2741e-003
15506	2.2764e-003
15507	2.2759e-003
15508	2.2774e-003
15509	2.2781e-003
15510	2.2746e-003
15511	9.7494e-003
15512	9.8085e-003
15513	9.6079e-003
15514	9.8425e-003
15515	9.4003e-003
15516	9.2448e-003
15517	9.4088e-003
15518	9.5507e-003
15519	9.9584e-003
15520	9.7684e-003
15521	9.2168e-003
15522	9.2703e-003
15523	9.6784e-003
15524	9.5615e-003
15525	9.7756e-003
15526	8.8986e-003
15527	8.8142e-003
15528	8.6289e-003
15529	9.7158e-003
15530	9.0033e-003
15531	9.2242e-003
15532	8.6368e-003
15533	8.777e-003
15534	9.0671e-003
15535	9.3599e-003
15536	8.5423e-003
15537	8.8804e-003
15538	9.01e-003
15539	8.4177e-003
15540	8.8812e-003
15541	8.4155e-003
15542	7.8867e-003
15543	8.1076e-003
15544	8.6619e-003
15545	7.9872e-003
15546	7.1199e-003
15547	7.2029e-003
15548	6.0231e-003
15549	5.4133e-003
15550	4.645e-003
15551	4.6111e-003
15552	4.6803e-003
15553	4.6949e-003
15554	4.0252e-003
15555	4.0049e-003
15556	3.73e-003
15557	3.67e-003
15558	3.5112e-003
15559	3.2094e-003
15560	3.2291e-003
15561	2.9193e-003
15562	2.9042e-003
15563	2.7677e-003
15564	2.7927e-003
15565	2.5702e-003
15566	2.5722e-003
15567	2.4799e-003
15568	2.4919e-003
15569	2.4052e-003
15570	2.4307e-003
15571	2.3212e-003
15572	2.3648e-003
15573	2.3115e-003
15574	2.2967e-003
15575	2.3114e-003
15576	2.2824e-003
15577	2.2911e-003
15578	2.2608e-003
15579	2.2366e-003
15580	2.2197e-003
15581	2.253e-003
15582	2.2501e-003
15583	2.2583e-003
15584	2.267e-003
15585	2.2673e-003
15586	2.2729e-003
15587	2.273e-003
15588	2.2754e-003
15589	2.275e-003
15590	2.2762e-003
15591	2.2755e-003
15592	2.2758e-003
15593	2.2751e-003
15594	2.2748e-003
15595	2.2745e-003
15596	2.2738e-003
15597	2.2741e-003
15598	2.2729e-003
15599	2.274e-003
15600	2.2726e-003
15601	2.2743e-003
15602	2.2728e-003
15603	2.275e-003
15604	2.2738e-003
15605	2.2762e-003
15606	2.2757e-003
15607	2.2775e-003
15608	2.2782e-003
15609	2.2746e-003
15610	1.0205e-002
15611	9.9211e-003
15612	1.0312e-002
15613	1.0307e-002
15614	9.6071e-003
15615	9.9097e-003
15616	9.5241e-003
15617	9.6659e-003
15618	9.9828e-003
15619	9.8047e-003
15620	1.0259e-002
15621	9.8599e-003
15622	1.0038e-002
15623	9.7702e-003
15624	9.8968e-003
15625	9.0535e-003
15626	8.919e-003
15627	9.301e-003
15628	9.4988e-003
15629	9.0156e-003
15630	8.765e-003
15631	9.1026e-003
15632	9.1741e-003
15633	9.4051e-003
15634	9.7425e-003
15635	9.5275e-003
15636	8.4094e-003
15637	8.9048e-003
15638	9.122e-003
15639	7.9194e-003
15640	8.5431e-003
15641	8.531e-003
15642	7.8013e-003
15643	6.8511e-003
15644	6.6075e-003
15645	6.7855e-003
15646	4.9391e-003
15647	5.0276e-003
15648	4.8719e-003
15649	4.1569e-003
15650	4.1841e-003
15651	3.8473e-003
15652	3.5232e-003
15653	3.4374e-003
15654	3.4601e-003
15655	3.1706e-003
15656	2.9643e-003
15657	3.0376e-003
15658	2.8106e-003
15659	2.8819e-003
15660	2.7814e-003
15661	2.6708e-003
15662	2.6534e-003
15663	2.6394e-003
15664	2.5475e-003
15665	2.534e-003
15666	2.5411e-003
15667	2.4082e-003
15668	2.4683e-003
15669	2.3587e-003
15670	2.4065e-003
15671	2.3798e-003
15672	2.3701e-003
15673	2.3322e-003
15674	2.2951e-003
15675	2.2727e-003
15676	2.2423e-003
15677	2.2506e-003
15678	2.2627e-003
15679	2.254e-003
15680	2.2515e-003
15681	2.2556e-003
15682	2.254e-003
15683	2.2578e-003
15684	2.2681e-003
15685	2.2742e-003
15686	2.2748e-003
15687	2.2766e-003
15688	2.2757e-003
15689	2.2769e-003
15690	2.2759e-003
15691	2.2765e-003
15692	2.2756e-003
15693	2.2756e-003
15694	2.2751e-003
15695	2.2745e-003
15696	2.2746e-003
15697	2.2736e-003
15698	2.2745e-003
15699	2.2731e-003
15700	2.2748e-003
15701	2.2734e-003
15702	2.2757e-003
15703	2.2746e-003
15704	2.2769e-003
15705	2.2767e-003
15706	2.2781e-003
15707	2.279e-003
15708	2.2751e-003
15709	1.0198e-002
15710	1.0032e-002
15711	1.063e-002
15712	1.0259e-002
15713	1.1223e-002
15714	9.7821e-003
15715	1.0343e-002
15716	1.0092e-002
15717	9.9397e-003
15718	1.0176e-002
15719	9.7299e-003
15720	1.0293e-002
15721	1.0447e-002
15722	1.0229e-002
15723	1.015e-002
15724	8.6911e-003
15725	9.884e-003
15726	9.7836e-003
15727	9.9797e-003
15728	9.23e-003
15729	8.5835e-003
15730	1.0318e-002
15731	9.1841e-003
15732	9.9646e-003
15733	9.8162e-003
15734	9.3738e-003
15735	9.5089e-003
15736	7.7808e-003
15737	8.3636e-003
15738	9.1356e-003
15739	8.222e-003
15740	6.3009e-003
15741	5.9625e-003
15742	4.9232e-003
15743	4.7969e-003
15744	4.4617e-003
15745	3.9427e-003
15746	4.3278e-003
15747	3.6513e-003
15748	3.7588e-003
15749	3.355e-003
15750	3.0891e-003
15751	3.0897e-003
15752	3.0593e-003
15753	3.0737e-003
15754	3.1019e-003
15755	2.8441e-003
15756	2.7289e-003
15757	2.6801e-003
15758	2.5892e-003
15759	2.5206e-003
15760	2.5407e-003
15761	2.5127e-003
15762	2.4649e-003
15763	2.4339e-003
15764	2.402e-003
15765	2.3756e-003
15766	2.3572e-003
15767	2.3484e-003
15768	2.346e-003
15769	2.3536e-003
15770	2.3192e-003
15771	2.326e-003
15772	2.302e-003
15773	2.2629e-003
15774	2.237e-003
15775	2.2225e-003
15776	2.227e-003
15777	2.2582e-003
15778	2.2414e-003
15779	2.2481e-003
15780	2.2485e-003
15781	2.2518e-003
15782	2.2651e-003
15783	2.267e-003
15784	2.2734e-003
15785	2.2734e-003
15786	2.2759e-003
15787	2.2754e-003
15788	2.2766e-003
15789	2.2759e-003
15790	2.2764e-003
15791	2.2756e-003
15792	2.2756e-003
15793	2.2752e-003
15794	2.2745e-003
15795	2.2747e-003
15796	2.2737e-003
15797	2.2746e-003
15798	2.2733e-003
15799	2.275e-003
15800	2.2736e-003
15801	2.2758e-003
15802	2.2747e-003
15803	2.277e-003
15804	2.2768e-003
15805	2.2783e-003
15806	2.2791e-003
15807	2.2756e-003
15808	1.0543e-002
15809	1.1022e-002
15810	1.0699e-002
15811	1.0998e-002
15812	1.1088e-002
15813	1.0186e-002
15814	1.0396e-002
15815	1.043e-002
15816	1.0382e-002
15817	1.0377e-002
15818	1.0357e-002
15819	1.06e-002
15820	1.0739e-002
15821	1.0608e-002
15822	1.0309e-002
15823	9.5207e-003
15824	1.1259e-002
15825	1.0384e-002
15826	1.0235e-002
15827	1.0124e-002
15828	1.0281e-002
15829	1.0241e-002
15830	1.0927e-002
15831	1.0757e-002
15832	9.8106e-003
15833	9.2775e-003
15834	8.8817e-003
15835	8.2809e-003
15836	8.3042e-003
15837	6.6885e-003
15838	5.0836e-003
15839	3.8894e-003
15840	4.4703e-003
15841	4.0408e-003
15842	3.5928e-003
15843	4.0003e-003
15844	3.761e-003
15845	3.3934e-003
15846	3.5237e-003
15847	3.3816e-003
15848	3.0773e-003
15849	3.1679e-003
15850	3.2089e-003
15851	3.1016e-003
15852	2.9892e-003
15853	2.8181e-003
15854	2.6941e-003
15855	2.775e-003
15856	2.7383e-003
15857	2.5809e-003
15858	2.5925e-003
15859	2.5808e-003
15860	2.599e-003
15861	2.5082e-003
15862	2.5279e-003
15863	2.4361e-003
15864	2.3795e-003
15865	2.4271e-003
15866	2.3692e-003
15867	2.3837e-003
15868	2.3476e-003
15869	2.3414e-003
15870	2.3244e-003
15871	2.3117e-003
15872	2.3055e-003
15873	2.2767e-003
15874	2.2806e-003
15875	2.2635e-003
15876	2.2466e-003
15877	2.2474e-003
15878	2.2464e-003
15879	2.2523e-003
15880	2.253e-003
15881	2.2556e-003
15882	2.2706e-003
15883	2.2724e-003
15884	2.2765e-003
15885	2.2762e-003
15886	2.2765e-003
15887	2.2769e-003
15888	2.2765e-003
15889	2.2767e-003
15890	2.2763e-003
15891	2.2759e-003
15892	2.2757e-003
15893	2.2749e-003
15894	2.2752e-003
15895	2.274e-003
15896	2.275e-003
15897	2.2735e-003
15898	2.2753e-003
15899	2.2738e-003
15900	2.2762e-003
15901	2.2751e-003
15902	2.2774e-003
15903	2.2772e-003
15904	2.2786e-003
15905	2.2796e-003
15906	2.2756e-003
15907	1.1507e-002
15908	1.0217e-002
15909	1.1271e-002
15910	1.0984e-002
15911	1.1639e-002
15912	1.0825e-002
15913	1.112e-002
15914	1.1178e-002
15915	1.1263e-002
15916	1.0787e-002
15917	1.121e-002
15918	1.0593e-002
15919	1.139e-002
15920	1.0695e-002
15921	9.307e-003
15922	1.024e-002
15923	1.0893e-002
15924	1.1434e-002
15925	1.1755e-002
15926	1.0668e-002
15927	1.0283e-002
15928	9.8092e-003
15929	1.0638e-002
15930	9.8165e-003
15931	9.6027e-003
15932	9.5048e-003
15933	5.7098e-003
15934	5.157e-003
15935	4.1898e-003
15936	4.0752e-003
15937	4.2348e-003
15938	4.1024e-003
15939	4.2325e-003
15940	3.9777e-003
15941	3.6082e-003
15942	4.0587e-003
15943	3.7433e-003
15944	3.77e-003
15945	3.5973e-003
15946	3.4164e-003
15947	3.3637e-003
15948	3.3702e-003
15949	3.1068e-003
15950	3.1724e-003
15951	3.063e-003
15952	2.8309e-003
15953	3.0959e-003
15954	2.8248e-003
15955	2.6775e-003
15956	2.8098e-003
15957	2.7546e-003
15958	2.5864e-003
15959	2.5661e-003
15960	2.6118e-003
15961	2.4732e-003
15962	2.4004e-003
15963	2.4112e-003
15964	2.299e-003
15965	2.3732e-003
15966	2.3205e-003
15967	2.36e-003
15968	2.3017e-003
15969	2.3104e-003
15970	2.2815e-003
15971	2.2638e-003
15972	2.2618e-003
15973	2.2528e-003
15974	2.2341e-003
15975	2.2112e-003
15976	2.2395e-003
15977	2.2458e-003
15978	2.2464e-003
15979	2.2545e-003
15980	2.2614e-003
15981	2.2672e-003
15982	2.2738e-003
15983	2.2738e-003
15984	2.2761e-003
15985	2.2761e-003
15986	2.2769e-003
15987	2.2766e-003
15988	2.2767e-003
15989	2.2765e-003
15990	2.2759e-003
15991	2.276e-003
15992	2.2749e-003
15993	2.2755e-003
15994	2.2741e-003
15995	2.2752e-003
15996	2.2737e-003
15997	2.2755e-003
15998	2.274e-003
15999	2.2762e-003
16000	2.2751e-003
16001	2.2774e-003
16002	2.2771e-003
16003	2.2785e-003
16004	2.2794e-003
16005	2.2759e-003
16006	1.1745e-002
16007	1.1573e-002
16008	1.1962e-002
16009	1.2164e-002
16010	1.1924e-002
16011	1.0903e-002
16012	1.1392e-002
16013	1.1183e-002
16014	1.0855e-002
16015	1.0884e-002
16016	1.1526e-002
16017	1.0852e-002
16018	9.5381e-003
16019	1.0329e-002
16020	9.2463e-003
16021	1.1263e-002
16022	1.0164e-002
16023	9.4973e-003
16024	1.1501e-002
16025	1.008e-002
16026	1.0799e-002
16027	1.112e-002
16028	9.2685e-003
16029	9.316e-003
16030	5.188e-003
16031	4.4719e-003
16032	5.0502e-003
16033	5.2094e-003
16034	4.6654e-003
16035	4.4122e-003
16036	5.249e-003
16037	8.1869e-003
16038	4.3571e-003
16039	4.1883e-003
16040	5.7974e-003
16041	4.1191e-003
16042	4.2877e-003
16043	4.4459e-003
16044	3.5694e-003
16045	4.0088e-003
16046	3.6399e-003
16047	3.3869e-003
16048	3.3973e-003
16049	3.3486e-003
16050	3.2089e-003
16051	3.0362e-003
16052	2.8761e-003
16053	2.9931e-003
16054	2.8873e-003
16055	2.8821e-003
16056	2.7807e-003
16057	2.8077e-003
16058	2.7745e-003
16059	2.5935e-003
16060	2.629e-003
16061	2.4871e-003
16062	2.4387e-003
16063	2.4354e-003
16064	2.3816e-003
16065	2.4129e-003
16066	2.3681e-003
16067	2.3347e-003
16068	2.3373e-003
16069	2.2888e-003
16070	2.2676e-003
16071	2.2559e-003
16072	2.2699e-003
16073	2.2466e-003
16074	2.2476e-003
16075	2.2435e-003
16076	2.2535e-003
16077	2.2532e-003
16078	2.2546e-003
16079	2.2595e-003
16080	2.2713e-003
16081	2.2738e-003
16082	2.2765e-003
16083	2.2767e-003
16084	2.2772e-003
16085	2.2772e-003
16086	2.2773e-003
16087	2.2771e-003
16088	2.2771e-003
16089	2.2763e-003
16090	2.2765e-003
16091	2.2753e-003
16092	2.2759e-003
16093	2.2745e-003
16094	2.2756e-003
16095	2.274e-003
16096	2.2758e-003
16097	2.2742e-003
16098	2.2765e-003
16099	2.2753e-003
16100	2.2776e-003
16101	2.2772e-003
16102	2.2786e-003
16103	2.2795e-003
16104	2.2757e-003
16105	1.1664e-002
16106	1.1215e-002
16107	1.1882e-002
16108	1.2e-002
16109	1.056e-002
16110	1.1903e-002
16111	1.2298e-002
16112	1.0934e-002
16113	1.0732e-002
16114	1.1777e-002
16115	1.1611e-002
16116	1.0254e-002
16117	1.0919e-002
16118	1.1677e-002
16119	1.0913e-002
16120	1.0829e-002
16121	1.1349e-002
16122	1.232e-002
16123	9.6883e-003
16124	1.1986e-002
16125	1.1889e-002
16126	7.8146e-003
16127	5.1254e-003
16128	6.0472e-003
16129	9.4623e-003
16130	8.2726e-003
16131	8.552e-003
16132	9.6876e-003
16133	7.7693e-003
16134	7.6457e-003
16135	7.2681e-003
16136	7.1585e-003
16137	7.8302e-003
16138	6.9046e-003
16139	6.6654e-003
16140	5.9487e-003
16141	6.6381e-003
16142	5.2329e-003
16143	5.0519e-003
16144	4.5614e-003
16145	4.1318e-003
16146	4.4009e-003
16147	4.2616e-003
16148	3.8886e-003
16149	3.7861e-003
16150	3.0132e-003
16151	3.0383e-003
16152	3.0305e-003
16153	3.0384e-003
16154	2.9806e-003
16155	3.0278e-003
16156	2.9783e-003
16157	2.8931e-003
16158	2.8697e-003
16159	2.597e-003
16160	2.5798e-003
16161	2.4858e-003
16162	2.4887e-003
16163	2.3643e-003
16164	2.3293e-003
16165	2.3329e-003
16166	2.3072e-003
16167	2.2827e-003
16168	2.268e-003
16169	2.2645e-003
16170	2.2847e-003
16171	2.2508e-003
16172	2.2596e-003
16173	2.2639e-003
16174	2.2727e-003
16175	2.2577e-003
16176	2.2591e-003
16177	2.2623e-003
16178	2.2675e-003
16179	2.2678e-003
16180	2.2744e-003
16181	2.2743e-003
16182	2.2766e-003
16183	2.2769e-003
16184	2.2774e-003
16185	2.2776e-003
